FID,FEATURE_ID,LABEL_CENTRE_X,LABEL_CENTRE_Y,BEC_ZONE_CODE,QUAD_DIAM_125,BASAL_AREA,VRI_LIVE_STEMS_PER_HA,SPECIES_CD_1,SPECIES_PCT_1,SPECIES_CD_2,SPECIES_PCT_2,PROJ_AGE_1,PROJ_HEIGHT_1,LIVE_STAND_VOLUME_125,WHOLE_STEM_BIOMASS_PER_HA,BRANCH_BIOMASS_PER_HA,FOLIAGE_BIOMASS_PER_HA,BARK_BIOMASS_PER_HA,OBJECTID,FEATURE_AREA_SQM
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d45,23215594,1553153,513197,ICH,39.05,29.961788,435,LW,34,FDI,26,94,29.5,213.922,154.006,18.394,10.163,21.17,5695614,73525
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d46,23215600,1558507,507217,ICH,43.934,27.480282,323,LW,36,FDI,22,85,28,179.141,140.925,17.069,9.549,19.189,6679436,19675
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d47,23215603,1556034,509972,ESSF,39.446,33.261589,402,LW,33,FDI,29,62,26.8,219.981,152.463,18.239,10.092,20.936,5388851,56400
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d48,23215609,1559909,509143,ICH,31.303,29.409878,492,LW,42,AT,39,90,28.1,217.835,162.14,19.202,10.533,22.409,2954401,22350
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d49,23215612,1553319,515934,ICH,29.407,26.471369,409,LW,87,AT,13,80,27.4,194.322,145.577,17.544,9.77,19.892,1257828,55425
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d4a,23215613,1554475,516397,ICH,30.917,29.95857,508,LW,51,PLI,22,61,26.4,215.863,152.519,18.245,10.094,20.944,5556746,88700
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d4b,23215615,1558662,507069,ICH,32.57,55.389782,681,LW,82,AT,18,183,36.5,500.723,262.801,28.373,14.55,37.939,3493414,33275
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d4c,23215617,1556518,506823,ICH,33.446,30.332609,451,LW,48,SE,14,66,25.9,209.724,148.598,17.85,9.912,20.349,5117636,43075
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d4d,23215618,1555562,514434,ICH,44.928,29.970459,395,LW,37,SE,24,58,28.4,201.646,144.895,17.474,9.738,19.788,4082597,29025
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d4e,23215623,1558882,507215,ICH,37.13,60.766838,831,LW,77,CW,8,104,33.4,480.049,239.714,26.359,13.676,34.381,3696231,33350
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d4f,23215626,1553240,512935,ICH,38.4,22.409431,393,LW,26,FDI,25,83,23.4,119.404,109.932,13.807,7.997,14.56,997074,41900
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d50,23215627,1553427,513773,ICH,39.082,38.3577,557,LW,28,PLI,27,88,29.4,282.707,177.83,20.731,11.224,24.81,2356643,30125
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d51,23215631,1559518,508175,ICH,32.792,46.888634,724,LW,73,AT,8,93,29.8,352.227,199.738,22.795,12.14,28.184,2474483,87250
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d52,23215634,1554506,508347,ICH,29.071,28.645779,484,LW,66,AT,21,92,29.5,231.905,162.979,19.285,10.571,22.537,657961,21924.995
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d53,23215645,1557575,506489,ICH,29.674,35.718922,537,LW,86,AT,14,106,29.8,278.572,179.457,20.887,11.294,25.06,1669501,22425
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d54,23215646,1554968,510138,ICH,35.334,30.48457,441,LW,45,PLI,22,79,27.9,227.304,156.616,18.655,10.282,21.567,3628432,38500
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d55,23215671,1560919,507029,ESSF,36.571,49.82999,990,LW,31,SE,26,353,24.6,250.96,177.403,20.69,11.205,24.744,1212204,53575
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d56,23215672,1553415,512950,ICH,29.02,20.90295,346,LW,67,AT,18,41,25.7,151.011,125.069,15.423,8.774,16.807,6970478,19250
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d57,23215673,1558950,508339,ICH,30.075,24.32522,366,LW,83,AT,17,82,27.4,179.054,140.273,17.002,9.518,19.09,4985462,63475
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d58,23215674,1558569,511422,ESSF,59.954,58.973629,562,LW,37,CW,24,155,38.3,439.34,232.102,25.701,13.397,33.198,6090135,57125
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d59,23215678,1557884,516298,ESSF,45.418,77.469971,737,LW,38,SE,30,144,38.6,745.801,342.27,35.63,17.889,49.926,2887271,55800
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d5a,23215679,1557238,507797,ICH,35.477,45.67136,611,LW,74,AT,15,88,29.1,317.012,192.363,22.109,11.837,27.046,730764,92725
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d5b,23215680,1556940,509675,ICH,34.571,22.53511,329,LW,29.1,FDI,28.9,45,25.7,154.86,123.718,15.28,8.706,16.606,5567866,19450
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d5c,23215688,1552545,508774,ICH,30.287,21.060261,332,LW,51,FDI,28,62,25.1,142.044,120.095,14.897,8.522,16.066,5310040,19500
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d5d,23215703,1553019,505783,ICH,32.596,17.557869,239,LW,56,AT,20,62,26.9,128.972,116.375,14.5,8.332,15.513,2260947,50869.8435
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d5e,23215712,1557720,507349,ICH,15.251,3.68812,365,LW,86,AT,14,25,18.3,4.09,12.608,1.889,1.337,1.402,5308834,18750
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d5f,23215713,1557405,510978,ESSF,36.806,32.547741,431,LW,39,AT,16,59,26,215.535,152.028,18.195,10.071,20.87,3598188,34375
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d60,23215714,1557405,506427,ICH,47.828,41.26281,583,LW,26,CW,18,136,33.3,287.679,188.956,21.789,11.696,26.521,2020965,79950
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d61,23215723,1553087,506729,ICH,34.594,21.851648,283,LW,45,AT,29,93,28.8,164.979,137.012,16.667,9.361,18.599,6280468,24125
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d62,23215726,1552743,513863,ICH,37.234,44.867222,648,LW,55,CW,15,144,33.2,343.694,205.263,23.303,12.362,29.038,1663455,20275
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d63,23215734,1556329,515690,ICH,15.575,5.81792,516,LW,68,PY,13,28,18,8.339,23.104,3.384,2.331,2.632,2616053,34025
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d64,23215735,1557701,508120,ICH,35.789,47.728401,713,LW,76,AT,9,121,31.2,346.795,201.783,22.984,12.223,28.5,1391262,23450
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d65,23215738,1555750,510602,ESSF,36.681,33.457848,433,LW,44,AT,25,75,26.9,226.035,159.389,18.93,10.409,21.989,3184954,38450
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d66,23215742,1553657,513891,ICH,34.317,20.987219,316,LW,36.1,AT,35.9,66,29.6,169.521,137.434,16.711,9.382,18.662,4828384,22875
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d67,23215752,1557597,510753,ICH,37.135,38.5056,448,LW,46,PLI,20,76,28.7,297.097,180.434,20.98,11.335,25.21,4127587,28475
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d68,23215754,1557925,509987,ICH,34.919,43.532837,602,LW,45,AT,31,83,28.5,311.818,193.364,22.203,11.879,27.2,1319207,121200
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d69,23215759,1556362,509742,ICH,39.589,36.236198,451,LW,28,FDI,24,76,27.3,253.704,165.175,19.501,10.669,22.872,3697083,54450
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d6a,23215766,1556785,509942,ESSF,35.541,29.15946,429,LW,35,PLI,19,70,27.1,209.851,149.258,17.916,9.943,20.449,5342562,61925
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d6b,23215768,1560058,507614,ESSF,30.892,48.867985,744,LW,59,PLI,23,93,28.8,373.474,207.606,23.517,12.456,29.4,2795584,42625
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d6c,23215774,1558546,507346,ICH,40.993,46.082447,597,LW,72,HW,12,138,33.9,360.239,208.105,23.563,12.475,29.478,1862037,23900
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d6d,23215784,1556420,507785,ICH,39.363,29.16316,411,LW,40,AT,17,63,29.3,212.44,152.027,18.195,10.071,20.869,6828281,29525
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d6e,23215786,1553557,516236,ICH,30.985,27.212507,464,LW,41,AT,24,83,27.5,206.526,151.97,18.19,10.069,20.861,3327968,28275
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d6f,23215796,1564361,507129,ICH,49.085,42.912762,389,LW,30,AT,25,138,33.2,321.642,202.847,23.082,12.265,28.664,1860918,15525
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d70,23215797,1552607,505996,ICH,31.368,24.138319,340,LW,63,FDI,15,50,26.1,170.845,133.483,16.302,9.19,18.068,3755675,33700
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d71,23215812,1556530,512551,ESSF,16.976,6.32164,581,LW,32,PY,19,28,15.5,8.688,22.974,3.366,2.319,2.616,6009121,17250
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d72,23215815,1559887,508870,ICH,40.973,36.525497,483,LW,41,AT,22,107,30.4,257.013,175.077,20.466,11.105,24.388,4585149,36150
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d73,23215831,1559059,508742,ICH,32.909,27.12611,439,LW,72,AT,15,61,25.3,172.502,135.339,16.494,9.28,18.347,2200605,43800
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d74,23215834,1553813,515444,ICH,26.065,22.269989,465,LW,74,AT,26,42,23.1,137.343,120.107,14.898,8.523,16.068,3040417,32137.334
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d75,23215836,1555309,511728,ESSF,48.915,64.869431,704,LW,45,AT,23,138,35.1,470.054,251.909,27.395,14.112,36.277,2676752,60950
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d76,23215840,1561691,509595,ESSF,39.686,33.970959,570,LW,22,FDI,21,99,24.2,183.57,141.737,17.152,9.588,19.311,4283528,113475
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d77,23215841,1558794,509624,ESSF,32.743,62.117569,746,LW,90,AT,10,135,33,505.94,248.22,27.084,13.982,35.703,3674486,50900
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d78,23215844,1564110,507421,ESSF,21.736,25.173599,767,LW,55,AT,12,31,17.1,63.435,78.296,10.281,6.239,9.971,6767978,26700
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d79,23215848,1553715,516934,ICH,31.057,31.364319,427,LW,91,AT,9,83,28.3,236.977,161.24,19.114,10.492,22.271,3024929,48600
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d7a,23215859,1552752,508758,ICH,32.035,22.571529,437,LW,42,FDI,16,46,23.5,131.802,114.818,14.334,8.252,15.282,1883088,19825
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d7b,23215866,1558975,516764,ESSF,34.258,31.87141,636,LW,31,AT,24,112,25.4,192.781,148.334,17.823,9.9,20.309,3163867,39725
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d7c,23215875,1557798,512298,ESSF,37.964,23.99987,307,LW,45,AT,31,72,26.4,161.766,133.886,16.344,9.209,18.128,5560527,25875
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d7d,23215878,1559802,507721,ICH,34.497,39.382507,585,LW,39,PLI,20,73,28,290.813,180.818,21.017,11.352,25.269,1937017,131000
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d7e,23215887,1555515,510157,ICH,34.295,41.694611,461,LW,90,AT,10,119,31.6,344.344,200.709,22.885,12.179,28.334,3952787,24375
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d7f,23215893,1559098,516498,ESSF,34.263,40.076588,759,LW,30,PLI,28,68,27.3,286.798,177.842,20.732,11.224,24.812,2493218,51225
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d80,23215895,1557136,507977,ICH,32.339,32.775509,540,LW,37,PLI,31,67,27.1,247.284,166.403,19.622,10.724,23.06,598212,30675
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d81,23215897,1552522,510584,ICH,35.951,17.639359,300,LW,35,PY,22,40,22.8,99.08,97.473,12.444,7.329,12.733,2999451,85425
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d82,23215906,1555944,510654,ESSF,37.94,28.348799,439,LW,35,SE,31,61,25.3,185.075,139.601,16.933,9.486,18.989,6984077,26750
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d83,23215908,1555052,516651,ESSF,33.674,33.26498,521,LW,45,PLI,27,85,28.4,255.708,167.557,19.735,10.775,23.236,4986754,14750
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d84,23215953,1559725,508779,ICH,41.574,39.922028,523,LW,31,PLI,17,111,30.7,294.638,186.137,21.523,11.578,26.087,6695147,70875
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d85,23215963,1559649,507290,ICH,31.892,46.592712,626,LW,84,AT,10,84,30.9,379.218,208.814,23.627,12.504,29.587,708084,26750
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d86,23215966,1553540,515225,ICH,30.048,24.800121,398,LW,69,AT,19,67,26.4,177.178,138.209,16.79,9.419,18.779,4080309,50025
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d87,23215970,1553585,516616,ICH,27.675,29.32243,512,LW,84,PLI,9,80,27.9,225.038,155.916,18.585,10.25,21.46,3288895,52150
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d88,23215977,1564454,507555,ESSF,15.937,3.50891,381,LW,55,SE,11,23,14.2,2.698,8.497,1.277,0.907,0.942,6157075,34250
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d89,23215980,1553868,512790,ICH,35.187,21.219803,304,LW,37,AT,27,76,27.6,156.966,131.115,16.056,9.074,17.712,1860945,44950.015
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d8a,23215989,1553304,505860,ICH,34.995,14.97733,191,LW,32,AT,27,59,28.4,121.027,112.692,14.105,8.142,14.968,858716,38600
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d8b,23215998,1560266,507671,ESSF,33.229,37.524029,563,LW,45,AT,30,59,26.7,256.7,170.224,19.995,10.893,23.644,2649001,34450
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d8c,23216004,1558162,510121,ESSF,34.091,59.686356,662,LW,89,AT,11,161,34.1,496.677,247.732,27.043,13.965,35.627,3126998,42950
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d8d,23216005,1555437,510525,ICH,31.92,33.14505,426,LW,71,AT,11,58,27.3,241.986,161.477,19.137,10.503,22.308,3327132,16575
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d8e,23216006,1553549,513886,ICH,33.564,25.739098,398,LW,40,AT,26,66,29.1,207.841,151.273,18.12,10.036,20.755,716173,25750
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d8f,23216010,1558564,510440,ESSF,30.208,48.034008,693,LW,78,PLI,12,81,28.1,352.245,200.173,22.836,12.157,28.251,5491451,20600
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d90,23216012,1564696,508455,ESSF,25.627,17.621769,450,LW,50,AT,30,37,19.6,88.476,94.1,12.07,7.143,12.243,3769762,42900
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d91,23216023,1556423,509488,ICH,33.651,48.105885,552,LW,88,AT,12,143,32.8,404.053,222.402,24.848,13.032,31.693,6142808,27425
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d92,23216033,1559380,508531,ICH,33.877,31.04533,419,LW,56,AT,44,98,29.9,234.001,171.867,20.155,10.965,23.896,4218225,52350
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d93,23216038,1559603,509707,ESSF,15.712,6.31833,592,LW,81,AT,12,28,17,6.75,20.015,2.949,2.046,2.265,4219040,55425.0075
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d94,23216041,1551990,511873,ICH,34.752,42.348122,641,LW,46,SE,24,72,27.1,303.351,179.66,20.906,11.302,25.091,5791427,22950
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d95,23216048,1561605,510237,ESSF,25.22,38.600857,1015,LW,37,AT,20,30,19.9,127.158,112.158,14.048,8.114,14.889,7082123,59950
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d96,23216051,1558466,507055,ICH,35.593,55.034279,689,LW,68,AT,26,179,35.9,455.366,252.638,27.456,14.138,36.39,4529718,39300
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d97,23216060,1556594,512830,ESSF,29.313,16.862511,416,LW,37,SE,24,129,16.7,61.461,76.969,10.128,6.161,9.783,2178400,83225
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d98,23216064,1560478,508350,ESSF,27.483,45.619938,793,LW,87,AT,7,52,27.5,327.052,190.023,21.89,11.74,26.685,4529437,42850
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d99,23216070,1552886,506751,ICH,34.952,20.374199,327,LW,45,AT,21,53,24.5,124.981,113.784,14.222,8.198,15.129,4978666,21125
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d9a,23216082,1559498,507383,ICH,33.914,32.652931,502,LW,48,AT,30,51,27.4,232.993,160.542,19.045,10.461,22.165,5356924,117775
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d9b,23216092,1552580,507174,ICH,26.593,18.73555,453,LW,34,SE,17,34,18.5,53.038,71.502,9.494,5.833,9.011,4530068,25700
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d9c,23216094,1556029,512908,ESSF,32.127,18.208401,319,LW,33,FDI,28,43,22.8,105.158,100.263,12.752,7.481,13.14,1715264,52775
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d9d,23216100,1554348,516193,ICH,16.171,8.12038,738,LW,34,FDI,28,27,17.4,11.91,29.904,4.33,2.941,3.449,1100393,35700
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d9e,23216112,1553979,513483,ICH,32.277,18.87487,333,LW,32,AT,27,73,26.8,136.985,121.505,15.046,8.594,16.276,2784773,40700
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6d9f,23216113,1557997,506990,ICH,30.468,46.488911,664,LW,83,AT,10,130,35.2,444.321,232.172,25.707,13.399,33.209,2146132,64700
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da0,23216119,1558413,507665,ICH,33.287,29.206148,368,LW,75,AT,25,100,29.4,224.796,162.356,19.224,10.543,22.442,5569963,44175
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da1,23216126,1554644,509493,ICH,33.168,39.248375,550,LW,57,AT,20,90,30.5,317.654,192.548,22.127,11.845,27.074,4330594,14825
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da2,23216133,1560380,508790,ESSF,33.793,33.92099,550,LW,57,AT,25,45,24.2,206.539,149.033,17.894,9.932,20.415,1455018,16150
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da3,23216142,1564351,507263,ICH,35.249,26.90485,419,LW,42,AT,25,51,24.9,167.199,133.381,16.291,9.185,18.053,4422769,32800
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da4,23216152,1556552,507979,ICH,39.39,34.312389,476,LW,41,AT,18,66,29.5,251.385,167.109,19.691,10.755,23.168,3358069,27425
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da5,23216190,1560750,507075,ESSF,32.67,25.35947,565,LW,32,SE,18,227,20.8,109.231,112.676,14.103,8.141,14.965,1457002,19850
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da6,23216207,1555650,510478,ESSF,35.499,41.893311,439,LW,84,AT,16,94,28.7,303.54,187.159,21.62,11.62,26.244,3519893,24725
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da7,23216228,1556623,512613,ESSF,37.144,28.799419,475,LW,37,SE,19,60,24.8,176.181,136.477,16.612,9.335,18.518,7123241,24100
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da8,23216232,1553475,515057,ICH,34.18,28.980661,423,LW,38,AT,37,110,30.9,233.448,170.043,19.977,10.885,23.616,2676751,32125
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6da9,23216237,1553821,516351,ICH,29.138,25.495119,407,LW,83,AT,17,88,28,191.168,145.796,17.566,9.78,19.925,3493993,37200
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6daa,23216245,1553078,506951,ICH,22.722,10.84875,325,LW,51,PY,19,31,16.6,28.442,51.137,7.057,4.53,6.202,3522782,74100
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6dab,23216252,1553495,514942,ICH,30.287,32.664082,478,LW,82,AT,18,130,31.6,270.966,180.341,20.971,11.331,25.196,3814644,23625
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6dac,23216253,1558011,510254,ICH,37.32,42.301781,613,LW,41,AT,17,61,27.4,285.323,178.051,20.752,11.233,24.844,3814135,40100
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6dad,23216263,1556733,508081,ICH,23.702,29.465309,838,LW,26,PLI,23,30,19,85.768,90.478,11.665,6.94,11.718,1318378,22275
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6dae,23216272,1556934,510168,ESSF,38.877,26.936769,403,LW,39,AT,22,63,26.8,174.134,137.515,16.719,9.385,18.674,5807137,18125
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid-64b4fba8_19f6d02d609_6daf,23216284,1558545,511215,ESSF,28.832,41.828197,862,LW,39,PLI,24,42,25.9,298.815,180.166,20.955,11.324,25.169,3316648,75375
